id,name,height,weight,base_experience,types,abilities,moves
468,togekiss,15,380,273,"fairy, flying","hustle, serene-grace, super-luck","aerial-ace, after-you, air-cutter, air-slash, ally-switch, amnesia, ancient-power, attract, aura-sphere, baby-doll-eyes, baton-pass, body-slam, brick-break, calm-mind, captivate, charm, confide, covet, dazzling-gleam, defog, double-edge, double-team, drain-punch, draining-kiss, dream-eater, dual-wingbeat, echoed-voice, encore, endeavor, endure, extrasensory, extreme-speed, facade, fairy-wind, fire-blast, flamethrower, flash, fling, fly, focus-punch, follow-me, frustration, future-sight, giga-impact, grass-knot, growl, headbutt, heal-bell, heat-wave, helping-hand, hidden-power, hyper-beam, hyper-voice, imprison, incinerate, laser-focus, last-resort, life-dew, light-screen, magic-coat, magical-leaf, mega-kick, mega-punch, metronome, moonblast, mud-slap, mystical-fire, nasty-plot, natural-gift, ominous-wind, play-rough, pluck, pound, protect, psych-up, psychic, psyshock, rain-dance, reflect, rest, retaliate, return, rock-smash, rollout, roost, round, safeguard, secret-power, shadow-ball, shock-wave, signal-beam, silver-wind, sky-attack, sleep-talk, smart-strike, snore, solar-beam, steel-wing, stored-power, substitute, sunny-day, swagger, sweet-kiss, swift, tackle, tailwind, telekinesis, thunder-wave, toxic, tri-attack, trick, twister, uproar, water-pulse, wish, work-up, yawn, zen-headbutt"
469,yanmega,19,515,180,"bug, flying","frisk, speed-boost, tinted-lens","aerial-ace, air-cutter, air-slash, ancient-power, attract, bug-bite, bug-buzz, captivate, confide, crunch, defog, detect, double-edge, double-team, dream-eater, dual-wingbeat, endure, facade, feint, flash, foresight, frustration, giga-drain, giga-impact, gust, headbutt, hidden-power, hyper-beam, hypnosis, laser-focus, leech-life, lunge, mud-slap, natural-gift, night-slash, ominous-wind, pounce, protect, psych-up, psychic, psychic-noise, pursuit, quick-attack, rest, return, reversal, roost, round, scary-face, screech, secret-power, shadow-ball, signal-beam, silver-wind, skitter-smack, slash, sleep-talk, snore, solar-beam, sonic-boom, steel-wing, string-shot, struggle-bug, substitute, sunny-day, supersonic, swagger, swift, swords-dance, tackle, tailwind, take-down, tera-blast, thief, toxic, u-turn, uproar, whirlwind, wing-attack"
470,leafeon,10,255,184,grass,"chlorophyll, leaf-guard","aerial-ace, alluring-voice, attract, baby-doll-eyes, baton-pass, bite, body-slam, bullet-seed, calm-mind, captivate, charm, confide, copycat, covet, curse, dig, double-edge, double-team, echoed-voice, endure, energy-ball, facade, fake-tears, flash, focus-energy, frustration, fury-cutter, giga-drain, giga-impact, grass-knot, grass-whistle, grassy-glide, growl, headbutt, heal-bell, helping-hand, hidden-power, hyper-beam, hyper-voice, iron-tail, knock-off, laser-focus, last-resort, leaf-blade, leaf-storm, leafage, leech-seed, magical-leaf, mimic, mud-shot, mud-slap, natural-gift, nature-power, pay-day, protect, quick-attack, rain-dance, razor-leaf, rest, retaliate, return, roar, rock-smash, round, sand-attack, secret-power, seed-bomb, shadow-ball, sleep-talk, snore, solar-beam, solar-blade, stored-power, strength, substitute, sunny-day, swagger, swift, swords-dance, synthesis, tackle, tail-whip, take-down, tera-blast, toxic, trailblaze, weather-ball, work-up, worry-seed, x-scissor"
471,glaceon,8,259,184,ice,"ice-body, snow-cloak","alluring-voice, aqua-tail, attract, aurora-veil, avalanche, baby-doll-eyes, barrier, baton-pass, bite, blizzard, body-slam, calm-mind, captivate, charm, chilling-water, confide, copycat, covet, curse, dig, double-edge, double-team, echoed-voice, endure, facade, fake-tears, focus-energy, freeze-dry, frost-breath, frustration, giga-impact, gravity, growl, hail, haze, headbutt, heal-bell, helping-hand, hidden-power, hyper-beam, hyper-voice, ice-beam, ice-fang, ice-shard, icicle-spear, icy-wind, iron-tail, laser-focus, last-resort, mimic, mirror-coat, mud-shot, mud-slap, natural-gift, pay-day, powder-snow, protect, quick-attack, rain-dance, rest, retaliate, return, roar, rock-smash, round, sand-attack, secret-power, shadow-ball, signal-beam, sleep-talk, snore, snowscape, stored-power, strength, substitute, sunny-day, swagger, swift, tackle, tail-whip, take-down, tera-blast, toxic, triple-axel, water-pulse, weather-ball, work-up"
472,gliscor,20,425,179,"flying, ground","hyper-cutter, poison-heal, sand-veil","acrobatics, aerial-ace, agility, aqua-tail, attract, baton-pass, breaking-swipe, brick-break, brutal-swing, bug-bite, bulldoze, captivate, confide, counter, crabhammer, cross-poison, crunch, cut, dark-pulse, defog, dig, double-edge, double-team, dual-wingbeat, earth-power, earthquake, endure, facade, false-swipe, feint, feint-attack, fire-fang, fling, frustration, fury-cutter, giga-impact, guillotine, gunk-shot, harden, headbutt, hidden-power, high-horsepower, hone-claws, hyper-beam, ice-fang, iron-tail, knock-off, lunge, metal-claw, mud-bomb, mud-shot, mud-slap, natural-gift, night-slash, payback, pin-missile, poison-jab, poison-sting, poison-tail, protect, psychic-fangs, quick-attack, rain-dance, rest, return, rock-polish, rock-slide, rock-smash, rock-tomb, roost, round, sand-attack, sand-tomb, sandstorm, scale-shot, scary-face, screech, secret-power, skitter-smack, sky-attack, sky-uppercut, slash, sleep-talk, sludge-bomb, snore, spikes, stealth-rock, steel-wing, stone-edge, strength, struggle-bug, substitute, sunny-day, swagger, swift, swords-dance, tailwind, take-down, taunt, tera-blast, thief, throat-chop, thunder-fang, torment, toxic, toxic-spikes, u-turn, venoshock, wing-attack, x-scissor"
473,mamoswine,25,2910,265,"ground, ice","oblivious, snow-cloak, thick-fat","amnesia, ancient-power, attract, avalanche, bite, blizzard, block, body-press, body-slam, bulldoze, captivate, charm, confide, curse, dig, double-edge, double-hit, double-team, earth-power, earthquake, endeavor, endure, facade, fissure, flail, freeze-dry, frustration, fury-attack, fury-cutter, giga-impact, hail, hard-press, haze, headbutt, heavy-slam, hidden-power, high-horsepower, hyper-beam, ice-beam, ice-fang, ice-shard, icicle-crash, icicle-spear, icy-wind, iron-head, knock-off, light-screen, mist, mud-bomb, mud-shot, mud-slap, mud-sport, natural-gift, odor-sleuth, peck, powder-snow, protect, rain-dance, reflect, rest, return, reversal, roar, rock-blast, rock-climb, rock-slide, rock-smash, rock-tomb, round, sand-tomb, sandstorm, scary-face, secret-power, sleep-talk, smack-down, snore, snowscape, stealth-rock, stomping-tantrum, stone-edge, strength, substitute, superpower, swagger, tackle, take-down, tera-blast, thrash, throat-chop, toxic, trailblaze"
474,porygon-z,9,340,268,normal,"adaptability, analytic, download","aerial-ace, agility, ally-switch, blizzard, charge, charge-beam, confide, conversion, conversion-2, dark-pulse, defense-curl, discharge, double-edge, double-team, dream-eater, eerie-impulse, electroweb, embargo, endure, facade, flash, foul-play, frustration, giga-impact, gravity, guard-swap, hidden-power, hyper-beam, ice-beam, icy-wind, iron-tail, last-resort, lock-on, magic-coat, magnet-rise, nasty-plot, natural-gift, pain-split, power-swap, protect, psybeam, psych-up, psychic, psyshock, rain-dance, recover, recycle, rest, return, round, secret-power, shadow-ball, shock-wave, signal-beam, sleep-talk, snore, solar-beam, spark, speed-swap, substitute, sunny-day, swagger, swift, tackle, take-down, telekinesis, tera-blast, thief, thunder, thunder-shock, thunder-wave, thunderbolt, toxic, tri-attack, trick, trick-room, uproar, wonder-room, zap-cannon, zen-headbutt"
475,gallade,16,520,259,"fighting, psychic","justified, sharpness, steadfast","aerial-ace, agility, air-slash, alluring-voice, ally-switch, aqua-cutter, attract, aura-sphere, body-slam, brick-break, bulk-up, bulldoze, calm-mind, captivate, charge-beam, charm, close-combat, coaching, confide, confuse-ray, confusion, cut, dazzling-gleam, disarming-voice, double-team, drain-punch, draining-kiss, dream-eater, dual-chop, earthquake, echoed-voice, encore, endure, energy-ball, expanding-force, facade, false-swipe, feint, fire-punch, flash, fling, focus-blast, focus-punch, frustration, fury-cutter, future-sight, giga-impact, grass-knot, growl, headbutt, heal-pulse, helping-hand, hex, hidden-power, hyper-beam, hyper-voice, hypnosis, ice-punch, icy-wind, imprison, knock-off, laser-focus, leaf-blade, leer, life-dew, light-screen, low-kick, low-sweep, magic-coat, magic-room, magical-leaf, mega-kick, mega-punch, misty-terrain, mud-slap, natural-gift, night-shade, night-slash, pain-split, poison-jab, power-up-punch, protect, psybeam, psych-up, psychic, psychic-terrain, psycho-cut, psyshock, quick-guard, rain-dance, recycle, reflect, rest, retaliate, return, revenge, reversal, rock-slide, rock-smash, rock-tomb, round, sacred-sword, safeguard, secret-power, shadow-ball, shadow-claw, shock-wave, signal-beam, skill-swap, slash, sleep-talk, snatch, snore, solar-blade, stone-edge, stored-power, strength, substitute, sunny-day, swagger, swift, swords-dance, take-down, taunt, telekinesis, teleport, tera-blast, thief, throat-chop, thunder-punch, thunder-wave, thunderbolt, torment, toxic, trick, trick-room, triple-axel, upper-hand, vacuum-wave, wide-guard, will-o-wisp, wonder-room, work-up, x-scissor, zen-headbutt"
476,probopass,14,3400,184,"rock, steel","magnet-pull, sand-force, sturdy","ally-switch, ancient-power, attract, block, body-press, body-slam, bulldoze, captivate, confide, curse, dazzling-gleam, discharge, double-edge, double-team, earth-power, earthquake, endure, explosion, facade, fire-punch, flash-cannon, frustration, giga-impact, gravity, hard-press, harden, head-smash, headbutt, heavy-slam, helping-hand, hidden-power, high-horsepower, hyper-beam, ice-punch, iron-defense, iron-head, lock-on, magic-coat, magnet-bomb, magnet-rise, magnetic-flux, metal-sound, meteor-beam, mud-slap, natural-gift, pain-split, power-gem, protect, rest, return, rock-blast, rock-polish, rock-slide, rock-smash, rock-throw, rock-tomb, rollout, round, sand-tomb, sandstorm, secret-power, shock-wave, sleep-talk, smack-down, snore, spark, stealth-rock, steel-beam, stomping-tantrum, stone-edge, strength, substitute, sunny-day, supercell-slam, swagger, tackle, take-down, taunt, telekinesis, tera-blast, thunder, thunder-punch, thunder-wave, thunderbolt, torment, toxic, tri-attack, volt-switch, wide-guard, zap-cannon"
477,dusknoir,22,1066,263,ghost,"frisk, pressure","absorb, ally-switch, astonish, attract, bind, blizzard, body-slam, brick-break, bulldoze, calm-mind, captivate, charge-beam, confide, confuse-ray, curse, dark-pulse, darkest-lariat, destiny-bond, disable, double-team, dream-eater, earthquake, embargo, endure, facade, fire-punch, flash, fling, focus-blast, focus-punch, foresight, frustration, future-sight, giga-impact, gravity, hard-press, haze, headbutt, helping-hand, hex, hidden-power, hyper-beam, ice-beam, ice-punch, icy-wind, imprison, infestation, laser-focus, leech-life, leer, mean-look, mega-kick, mega-punch, memento, metronome, mud-slap, natural-gift, night-shade, ominous-wind, pain-split, payback, phantom-force, poltergeist, power-up-punch, protect, psych-up, psychic, pursuit, rain-dance, rest, return, revenge, rock-slide, rock-smash, rock-tomb, round, secret-power, shadow-ball, shadow-punch, shadow-sneak, skill-swap, skitter-smack, sleep-talk, snatch, snore, spite, strength, substitute, sucker-punch, sunny-day, swagger, swift, taunt, telekinesis, tera-blast, thief, thunder-punch, torment, toxic, trick, trick-room, will-o-wisp, wonder-room"
478,froslass,13,266,168,"ghost, ice","cursed-body, snow-cloak","ally-switch, astonish, attract, aurora-veil, avalanche, bite, blizzard, block, body-slam, captivate, charm, chilling-water, confide, confuse-ray, crunch, curse, destiny-bond, double-team, draining-kiss, dream-eater, embargo, endure, facade, fake-tears, flash, fling, frost-breath, frustration, giga-impact, hail, haze, headbutt, helping-hand, hex, hidden-power, hyper-beam, ice-beam, ice-fang, ice-punch, ice-shard, ice-spinner, icicle-crash, icicle-spear, icy-wind, imprison, laser-focus, leer, light-screen, mud-slap, natural-gift, night-shade, ominous-wind, pain-split, payback, poltergeist, powder-snow, protect, psych-up, psychic, rain-dance, reflect, rest, return, rollout, round, safeguard, scary-face, secret-power, shadow-ball, shock-wave, signal-beam, sleep-talk, snatch, snore, snowscape, spikes, spite, substitute, sucker-punch, swagger, take-down, taunt, telekinesis, tera-blast, thunder, thunder-wave, thunderbolt, torment, toxic, trick, triple-axel, wake-up-slap, water-pulse, weather-ball, will-o-wisp"
479,rotom,3,3,154,"electric, ghost",levitate,"ally-switch, astonish, charge, charge-beam, confide, confuse-ray, dark-pulse, defog, discharge, double-team, dream-eater, eerie-impulse, electric-terrain, electro-ball, electroweb, endure, facade, flash, foul-play, frustration, helping-hand, hex, hidden-power, hyper-voice, light-screen, mud-slap, nasty-plot, natural-gift, night-shade, ominous-wind, pain-split, poltergeist, protect, psych-up, rain-dance, reflect, rest, return, rising-voltage, round, secret-power, shadow-ball, shock-wave, signal-beam, sleep-talk, snatch, snore, spite, stored-power, substitute, sucker-punch, sunny-day, swagger, swift, telekinesis, tera-blast, thief, thunder, thunder-shock, thunder-wave, thunderbolt, toxic, trick, uproar, volt-switch, will-o-wisp"
480,uxie,3,3,290,psychic,levitate,"acrobatics, ally-switch, amnesia, baton-pass, calm-mind, charge-beam, confide, confuse-ray, confusion, dazzling-gleam, double-hit, double-team, drain-punch, draining-kiss, dream-eater, encore, endure, energy-ball, expanding-force, extrasensory, facade, fire-punch, flail, flash, fling, foul-play, frustration, future-sight, giga-drain, giga-impact, grass-knot, headbutt, heal-bell, helping-hand, hidden-power, hyper-beam, hypnosis, ice-punch, imprison, iron-tail, knock-off, laser-focus, light-screen, magic-coat, magic-room, memento, metronome, mud-slap, mystical-power, nasty-plot, natural-gift, pain-split, play-rough, power-up-punch, protect, psybeam, psych-up, psychic, psychic-noise, psycho-cut, psyshock, rain-dance, recycle, reflect, rest, return, role-play, round, safeguard, sandstorm, secret-power, shadow-ball, shock-wave, signal-beam, skill-swap, sleep-talk, snore, solar-beam, stealth-rock, stored-power, substitute, sunny-day, swagger, swift, telekinesis, tera-blast, thunder, thunder-punch, thunder-wave, thunderbolt, toxic, tri-attack, trick, trick-room, u-turn, water-pulse, wonder-room, yawn, zen-headbutt"
481,mesprit,3,3,290,psychic,levitate,"acrobatics, ally-switch, baton-pass, blizzard, calm-mind, charge-beam, charm, confide, confuse-ray, confusion, copycat, dazzling-gleam, double-edge, double-hit, double-team, drain-punch, draining-kiss, dream-eater, encore, endure, energy-ball, expanding-force, extrasensory, facade, fire-punch, flash, flatter, fling, frustration, future-sight, giga-impact, grass-knot, headbutt, healing-wish, helping-hand, hidden-power, hyper-beam, ice-beam, ice-punch, imprison, iron-tail, knock-off, laser-focus, light-screen, lucky-chant, magic-coat, magic-room, metronome, mud-slap, mystical-power, nasty-plot, natural-gift, pain-split, play-rough, power-up-punch, protect, psybeam, psych-up, psychic, psychic-noise, psycho-cut, psyshock, rain-dance, recover, recycle, reflect, rest, return, role-play, round, safeguard, sandstorm, secret-power, shadow-ball, shock-wave, signal-beam, skill-swap, sleep-talk, snore, stealth-rock, stored-power, substitute, sunny-day, swagger, swift, telekinesis, tera-blast, thunder, thunder-punch, thunder-wave, thunderbolt, toxic, tri-attack, trick, trick-room, u-turn, water-pulse, wonder-room, zen-headbutt"
482,azelf,3,3,290,psychic,levitate,"acrobatics, ally-switch, assurance, baton-pass, calm-mind, charge-beam, confide, confusion, dazzling-gleam, detect, double-edge, double-hit, double-team, drain-punch, draining-kiss, dream-eater, encore, endeavor, endure, energy-ball, expanding-force, explosion, extrasensory, facade, fire-blast, fire-punch, flamethrower, flash, fling, frustration, future-sight, giga-impact, grass-knot, headbutt, helping-hand, hidden-power, hyper-beam, ice-punch, imprison, incinerate, iron-tail, knock-off, laser-focus, last-resort, light-screen, magic-coat, magic-room, metronome, mud-slap, mystical-power, nasty-plot, natural-gift, payback, play-rough, power-up-punch, protect, psybeam, psych-up, psychic, psycho-cut, psyshock, rain-dance, recycle, reflect, rest, return, role-play, round, safeguard, sandstorm, secret-power, self-destruct, shadow-ball, shock-wave, signal-beam, skill-swap, sleep-talk, snore, stealth-rock, stored-power, substitute, sunny-day, swagger, swift, taunt, telekinesis, tera-blast, thunder, thunder-punch, thunder-wave, thunderbolt, torment, toxic, tri-attack, trick, trick-room, u-turn, uproar, water-pulse, wonder-room, zen-headbutt"
483,dialga,54,6830,340,"dragon, steel","pressure, telepathy","aerial-ace, ancient-power, aura-sphere, blizzard, body-press, body-slam, breaking-swipe, brick-break, bulk-up, bulldoze, confide, cut, double-team, draco-meteor, dragon-breath, dragon-claw, dragon-pulse, dragon-tail, earth-power, earthquake, echoed-voice, endure, facade, fire-blast, flamethrower, flash, flash-cannon, focus-blast, frustration, fury-cutter, giga-impact, gravity, headbutt, heal-block, heavy-slam, hidden-power, hone-claws, hyper-beam, hyper-voice, ice-beam, incinerate, iron-defense, iron-head, iron-tail, magnet-rise, metal-burst, metal-claw, metal-sound, mud-slap, natural-gift, outrage, overheat, power-gem, protect, psych-up, rain-dance, rest, return, roar, roar-of-time, rock-slide, rock-smash, rock-tomb, round, safeguard, sandstorm, scale-shot, scary-face, secret-power, shadow-claw, shock-wave, slash, sleep-talk, snore, stealth-rock, steel-beam, stomping-tantrum, stone-edge, strength, substitute, sunny-day, swagger, swift, take-down, tera-blast, thunder, thunder-wave, thunderbolt, toxic, trick, trick-room, twister"
484,palkia,42,3360,340,"dragon, water","pressure, telepathy","aerial-ace, ancient-power, aqua-ring, aqua-tail, aura-sphere, avalanche, blizzard, body-press, body-slam, breaking-swipe, brick-break, brine, bulk-up, bulldoze, chilling-water, confide, cut, dive, double-team, draco-meteor, dragon-breath, dragon-claw, dragon-pulse, dragon-tail, dual-wingbeat, earth-power, earthquake, echoed-voice, endure, facade, fire-blast, flamethrower, fling, focus-blast, focus-punch, frustration, fury-cutter, giga-impact, gravity, hail, headbutt, heal-block, heavy-slam, hidden-power, hone-claws, hydro-pump, hyper-beam, hyper-voice, ice-beam, icy-wind, incinerate, liquidation, mud-slap, natural-gift, outrage, power-gem, protect, psych-up, rain-dance, rest, return, roar, rock-slide, rock-smash, rock-tomb, round, safeguard, sandstorm, scale-shot, scary-face, secret-power, shadow-claw, shock-wave, slash, sleep-talk, snore, snowscape, spacial-rend, stomping-tantrum, stone-edge, strength, substitute, sunny-day, surf, swagger, swift, take-down, tera-blast, thunder, thunder-wave, thunderbolt, toxic, trick, trick-room, twister, water-pulse, waterfall, whirlpool"
485,heatran,17,4300,300,"fire, steel","flame-body, flash-fire","ancient-power, attract, body-press, body-slam, bug-bite, bulldoze, burning-jealousy, captivate, confide, crunch, dark-pulse, dig, double-team, dragon-pulse, earth-power, earthquake, ember, endure, explosion, facade, fire-blast, fire-fang, fire-spin, flame-charge, flamethrower, flare-blitz, flash-cannon, frustration, giga-impact, hard-press, headbutt, heat-crash, heat-wave, heavy-slam, hidden-power, hyper-beam, incinerate, iron-defense, iron-head, lava-plume, leer, lunge, magma-storm, metal-claw, metal-sound, mud-slap, natural-gift, nature-power, overheat, payback, pounce, power-gem, protect, rest, return, roar, rock-blast, rock-climb, rock-slide, rock-smash, rock-tomb, round, sandstorm, scary-face, scorching-sands, secret-power, self-destruct, sleep-talk, snore, solar-beam, stealth-rock, steel-beam, steel-roller, stomping-tantrum, stone-edge, strength, substitute, sunny-day, swagger, take-down, taunt, tera-blast, torment, toxic, uproar, will-o-wisp"
486,regigigas,37,4200,335,normal,slow-start,"aerial-ace, ancient-power, avalanche, block, body-press, body-slam, brick-break, bulldoze, confide, confuse-ray, crush-grip, darkest-lariat, dizzy-punch, double-edge, double-team, drain-punch, earth-power, earthquake, endure, facade, fire-punch, fling, focus-blast, focus-punch, foresight, frustration, giga-impact, gravity, hammer-arm, hard-press, headbutt, heat-crash, heavy-slam, hidden-power, high-horsepower, hyper-beam, ice-punch, icy-wind, iron-head, knock-off, mega-kick, mega-punch, mud-slap, natural-gift, nature-power, payback, pound, power-up-punch, protect, psych-up, rain-dance, rest, retaliate, return, revenge, rock-climb, rock-polish, rock-slide, rock-smash, rock-tomb, round, safeguard, secret-power, shock-wave, sleep-talk, smack-down, snore, stomp, stomping-tantrum, stone-edge, strength, substitute, sunny-day, superpower, swagger, tackle, tera-blast, terrain-pulse, thunder, thunder-punch, thunder-wave, thunderbolt, toxic, wide-guard, zen-headbutt"
487,giratina-altered,45,7500,340,"dragon, ghost","pressure, telepathy","aerial-ace, air-cutter, ancient-power, aqua-tail, aura-sphere, body-slam, breaking-swipe, brutal-swing, bulldoze, calm-mind, charge-beam, confide, confuse-ray, curse, cut, dark-pulse, defog, destiny-bond, double-team, draco-meteor, dragon-breath, dragon-claw, dragon-pulse, dragon-tail, dream-eater, dual-wingbeat, earth-power, earthquake, echoed-voice, endure, energy-ball, facade, fly, frustration, fury-cutter, giga-impact, gravity, headbutt, heal-block, hex, hidden-power, hone-claws, hyper-beam, hyper-voice, icy-wind, iron-head, iron-tail, mud-slap, natural-gift, ominous-wind, outrage, pain-split, payback, phantom-force, poltergeist, protect, psych-up, psychic, rain-dance, rest, return, roar, rock-climb, rock-smash, round, safeguard, scary-face, secret-power, shadow-ball, shadow-claw, shadow-force, shadow-sneak, shock-wave, silver-wind, skitter-smack, slash, sleep-talk, snore, spite, steel-wing, stone-edge, strength, substitute, sunny-day, swagger, swift, take-down, telekinesis, tera-blast, thunder, thunder-wave, thunderbolt, toxic, twister, will-o-wisp"
488,cresselia,15,856,300,psychic,levitate,"ally-switch, attract, aurora-beam, body-slam, calm-mind, captivate, charge-beam, confide, confuse-ray, confusion, dazzling-gleam, double-team, dream-eater, endure, energy-ball, expanding-force, facade, flash, frustration, fury-cutter, future-sight, giga-impact, grass-knot, gravity, guard-swap, helping-hand, hidden-power, hyper-beam, ice-beam, icy-wind, light-screen, lunar-blessing, lunar-dance, magic-coat, magic-room, mist, moonblast, moonlight, mud-slap, natural-gift, power-gem, power-swap, protect, psybeam, psych-up, psychic, psychic-terrain, psycho-cut, psycho-shift, psyshock, rain-dance, recover, recycle, reflect, rest, return, round, safeguard, scary-face, secret-power, shadow-ball, signal-beam, skill-swap, slash, sleep-talk, snore, solar-beam, stored-power, substitute, sunny-day, swagger, swift, tackle, telekinesis, tera-blast, thunder, thunder-wave, thunderbolt, toxic, trick, trick-room, zen-headbutt"
489,phione,4,31,216,water,hydration,"acid-armor, alluring-voice, ancient-power, aqua-ring, baton-pass, blizzard, bounce, brine, bubble, bubble-beam, charm, chilling-water, confide, confusion, covet, dazzling-gleam, disarming-voice, dive, double-team, endure, facade, fling, flip-turn, frustration, grass-knot, hail, haze, heal-bell, helping-hand, hidden-power, hydro-pump, ice-beam, icy-wind, knock-off, last-resort, liquidation, moonblast, mud-slap, natural-gift, protect, psych-up, rain-dance, rest, return, round, safeguard, scald, secret-power, signal-beam, sleep-talk, snore, substitute, supersonic, surf, swagger, swift, take-heart, tera-blast, toxic, u-turn, uproar, water-gun, water-pulse, water-sport, waterfall, weather-ball, whirlpool, zen-headbutt"
490,manaphy,3,14,270,water,hydration,"acid-armor, alluring-voice, ancient-power, aqua-ring, baton-pass, blizzard, bounce, brine, bubble, bubble-beam, calm-mind, charm, chilling-water, confide, confusion, covet, dazzling-gleam, disarming-voice, dive, double-team, endure, energy-ball, facade, fake-tears, flash, fling, flip-turn, frustration, giga-impact, grass-knot, hail, haze, heal-bell, heart-swap, helping-hand, hidden-power, hydro-pump, hyper-beam, ice-beam, icy-wind, knock-off, last-resort, light-screen, liquidation, moonblast, mud-slap, natural-gift, protect, psybeam, psych-up, psychic, rain-dance, reflect, rest, return, round, safeguard, scald, secret-power, shadow-ball, signal-beam, skill-swap, sleep-talk, snore, stored-power, substitute, supersonic, surf, swagger, swift, tail-glow, take-heart, tera-blast, toxic, u-turn, uproar, water-gun, water-pulse, water-sport, waterfall, weather-ball, whirlpool, zen-headbutt"
491,darkrai,15,505,270,dark,bad-dreams,"aerial-ace, blizzard, brick-break, calm-mind, charge-beam, confide, confuse-ray, curse, cut, dark-pulse, dark-void, disable, double-team, drain-punch, dream-eater, embargo, endure, facade, feint-attack, flash, fling, focus-blast, focus-punch, foul-play, frustration, giga-impact, haze, headbutt, hex, hidden-power, hyper-beam, hypnosis, ice-beam, icy-wind, incinerate, knock-off, lash-out, last-resort, mud-slap, nasty-plot, natural-gift, night-shade, nightmare, ominous-wind, payback, poison-jab, power-up-punch, protect, psych-up, psychic, psyshock, pursuit, quick-attack, rain-dance, rest, retaliate, return, rock-climb, rock-slide, rock-smash, rock-tomb, round, scary-face, secret-power, shadow-ball, shadow-claw, shadow-sneak, shock-wave, sleep-talk, sludge-bomb, snarl, snatch, snore, spite, strength, substitute, sucker-punch, sunny-day, swagger, swift, swords-dance, taunt, tera-blast, thief, throat-chop, thunder, thunder-wave, thunderbolt, torment, toxic, trick, will-o-wisp, wonder-room, x-scissor"
492,shaymin-land,2,21,270,grass,natural-cure,"aerial-ace, air-cutter, air-slash, aromatherapy, baby-doll-eyes, baton-pass, bullet-seed, confide, covet, dazzling-gleam, defense-curl, disarming-voice, double-edge, double-team, earth-power, endeavor, endure, energy-ball, facade, flash, frustration, giga-drain, giga-impact, grass-knot, grass-whistle, grassy-glide, grassy-terrain, growth, headbutt, healing-wish, hidden-power, hyper-beam, laser-focus, last-resort, leaf-storm, leafage, leech-seed, lucky-chant, magical-leaf, mud-slap, natural-gift, nature-power, ominous-wind, petal-blizzard, play-rough, protect, psych-up, psychic, quick-attack, recover, rest, return, round, safeguard, secret-power, seed-bomb, seed-flare, sleep-powder, sleep-talk, snore, solar-beam, substitute, sunny-day, swagger, sweet-kiss, sweet-scent, swift, swords-dance, synthesis, tailwind, take-down, tera-blast, toxic, trailblaze, worry-seed, zen-headbutt"
493,arceus,32,3200,324,normal,multitype,"acid-spray, aerial-ace, agility, air-slash, ancient-power, aqua-tail, aura-sphere, avalanche, blizzard, body-press, body-slam, brick-break, brine, bug-buzz, bulk-up, bulldoze, bullet-seed, calm-mind, charge-beam, chilling-water, confide, confuse-ray, confusion, cosmic-power, cut, dark-pulse, dazzling-gleam, defog, dive, double-edge, double-team, draco-meteor, dragon-claw, dragon-dance, dragon-pulse, dragon-tail, dream-eater, earth-power, earthquake, echoed-voice, electric-terrain, endure, energy-ball, extrasensory, extreme-speed, facade, fire-blast, flamethrower, flare-blitz, flash, flash-cannon, fly, focus-blast, foul-play, frustration, fury-cutter, future-sight, giga-drain, giga-impact, grass-knot, grassy-terrain, gravity, gunk-shot, hail, headbutt, healing-wish, heat-wave, heavy-slam, hex, hidden-power, hone-claws, hurricane, hydro-pump, hyper-beam, hyper-voice, ice-beam, icy-wind, imprison, incinerate, iron-defense, iron-head, iron-tail, judgment, laser-focus, last-resort, light-screen, liquidation, magic-coat, magical-leaf, meteor-beam, misty-terrain, mud-slap, natural-gift, ominous-wind, outrage, overheat, payback, perish-song, phantom-force, poison-jab, power-gem, protect, psych-up, psychic, psychic-terrain, psyshock, punishment, quash, quick-attack, rain-dance, recover, recycle, reflect, refresh, rest, retaliate, return, roar, rock-climb, rock-slide, rock-smash, rock-tomb, round, safeguard, sandstorm, scary-face, scorching-sands, secret-power, seismic-toss, shadow-ball, shadow-claw, shock-wave, signal-beam, silver-wind, sleep-talk, sludge-bomb, snarl, snore, solar-beam, stealth-rock, steel-beam, stomping-tantrum, stone-edge, stored-power, strength, substitute, sunny-day, supercell-slam, surf, swagger, swift, swords-dance, tailwind, take-down, taunt, telekinesis, tera-blast, thunder, thunder-wave, thunderbolt, toxic, trailblaze, trick, trick-room, twister, water-pulse, waterfall, whirlpool, wild-charge, will-o-wisp, work-up, x-scissor, zen-headbutt"
